,Date,High
2571,1991-02-13,2.151786
2572,1991-02-14,2.142857
2573,1991-02-15,2.089286
2574,1991-02-19,2.151786
2575,1991-02-20,2.205357
2576,1991-02-21,2.223214
2577,1991-02-22,2.205357
2578,1991-02-25,2.160714
2579,1991-02-26,2.098214
2580,1991-02-27,2.089286
2581,1991-02-28,2.089286
2582,1991-03-01,2.107143
2583,1991-03-04,2.098214
2584,1991-03-05,2.258929
2585,1991-03-06,2.34375
2586,1991-03-07,2.410714
2587,1991-03-08,2.4375
2588,1991-03-11,2.3125
2589,1991-03-12,2.276786
2590,1991-03-13,2.375
2591,1991-03-14,2.410714
2592,1991-03-15,2.375
2593,1991-03-18,2.4375
2594,1991-03-19,2.508929
2595,1991-03-20,2.482143
2596,1991-03-21,2.455357
2597,1991-03-22,2.3125
2598,1991-03-25,2.321429
2599,1991-03-26,2.508929
2600,1991-03-27,2.508929
2601,1991-03-28,2.5
2602,1991-04-01,2.482143
2603,1991-04-02,2.598214
2604,1991-04-03,2.598214
2605,1991-04-04,2.571429
2606,1991-04-05,2.5625
2607,1991-04-08,2.5
2608,1991-04-09,2.5
2609,1991-04-10,2.473214
2610,1991-04-11,2.549107
2611,1991-04-12,2.616071
2612,1991-04-15,2.303571
2613,1991-04-16,2.303571
2614,1991-04-17,2.321429
2615,1991-04-18,2.25
2616,1991-04-19,2.196429
2617,1991-04-22,2.214286
2618,1991-04-23,2.25
2619,1991-04-24,2.214286
2620,1991-04-25,2.133929
2621,1991-04-26,2.107143
2622,1991-04-29,2.151786
2623,1991-04-30,2.080357
2624,1991-05-01,1.75
2625,1991-05-02,1.776786
2626,1991-05-03,1.767857
2627,1991-05-06,1.8035709999999998
2628,1991-05-07,1.830357
2629,1991-05-08,1.8125
2630,1991-05-09,1.839286
2631,1991-05-10,1.901786
2632,1991-05-13,1.910714
2633,1991-05-14,1.919643
2634,1991-05-15,1.857143
2635,1991-05-16,1.830357
2636,1991-05-17,1.7410709999999998
2637,1991-05-20,1.6964290000000002
2638,1991-05-21,1.660714
2639,1991-05-22,1.660714
2640,1991-05-23,1.669643
2641,1991-05-24,1.642857
2642,1991-05-28,1.651786
2643,1991-05-29,1.705357
2644,1991-05-30,1.705357
2645,1991-05-31,1.705357
2646,1991-06-03,1.767857
2647,1991-06-04,1.767857
2648,1991-06-05,1.7589290000000002
2649,1991-06-06,1.723214
2650,1991-06-07,1.6785709999999998
2651,1991-06-10,1.683036
2652,1991-06-11,1.625
2653,1991-06-12,1.598214
2654,1991-06-13,1.535714
2655,1991-06-14,1.526786
2656,1991-06-17,1.5089290000000002
2657,1991-06-18,1.544643
2658,1991-06-19,1.5089290000000002
2659,1991-06-20,1.5
2660,1991-06-21,1.517857
2661,1991-06-24,1.5089290000000002
2662,1991-06-25,1.535714
2663,1991-06-26,1.5535709999999998
2664,1991-06-27,1.526786
2665,1991-06-28,1.517857
2666,1991-07-01,1.535714
2667,1991-07-02,1.526786
2668,1991-07-03,1.5535709999999998
2669,1991-07-05,1.642857
2670,1991-07-08,1.6875
2671,1991-07-09,1.723214
2672,1991-07-10,1.723214
2673,1991-07-11,1.6875
2674,1991-07-12,1.6875
2675,1991-07-15,1.669643
2676,1991-07-16,1.6339290000000002
2677,1991-07-17,1.589286
2678,1991-07-18,1.611607
2679,1991-07-19,1.651786
2680,1991-07-22,1.651786
2681,1991-07-23,1.660714
2682,1991-07-24,1.6339290000000002
2683,1991-07-25,1.6339290000000002
2684,1991-07-26,1.6339290000000002
2685,1991-07-29,1.625
2686,1991-07-30,1.669643
2687,1991-07-31,1.674107
2688,1991-08-01,1.7589290000000002
2689,1991-08-02,1.794643
2690,1991-08-05,1.776786
2691,1991-08-06,1.794643
2692,1991-08-07,1.8214290000000002
2693,1991-08-08,1.848214
2694,1991-08-09,1.8214290000000002
2695,1991-08-12,1.8660709999999998
2696,1991-08-13,1.9285709999999998
2697,1991-08-14,1.964286
2698,1991-08-15,1.964286
2699,1991-08-16,1.9375
2700,1991-08-19,1.84375
2701,1991-08-20,1.848214
2702,1991-08-21,1.933036
2703,1991-08-22,1.955357
2704,1991-08-23,1.982143
2705,1991-08-26,1.910714
2706,1991-08-27,1.9285709999999998
2707,1991-08-28,1.9375
2708,1991-08-29,1.924107
2709,1991-08-30,1.901786
2710,1991-09-03,1.901786
2711,1991-09-04,1.8839290000000002
2712,1991-09-05,1.848214
2713,1991-09-06,1.848214
2714,1991-09-09,1.910714
2715,1991-09-10,1.90625
2716,1991-09-11,1.8214290000000002
2717,1991-09-12,1.830357
2718,1991-09-13,1.794643
2719,1991-09-16,1.7589290000000002
2720,1991-09-17,1.75
2721,1991-09-18,1.8035709999999998
2722,1991-09-19,1.8035709999999998
2723,1991-09-20,1.8214290000000002
2724,1991-09-23,1.8125
2725,1991-09-24,1.799107
2726,1991-09-25,1.8035709999999998
2727,1991-09-26,1.794643
2728,1991-09-27,1.8125
2729,1991-09-30,1.776786
2730,1991-10-01,1.830357
2731,1991-10-02,1.848214
2732,1991-10-03,1.785714
2733,1991-10-04,1.7410709999999998
2734,1991-10-07,1.7410709999999998
2735,1991-10-08,1.732143
2736,1991-10-09,1.7410709999999998
2737,1991-10-10,1.75
2738,1991-10-11,1.745536
2739,1991-10-14,1.794643
2740,1991-10-15,1.875
2741,1991-10-16,1.9285709999999998
2742,1991-10-17,1.901786
2743,1991-10-18,1.982143
2744,1991-10-21,1.995536
2745,1991-10-22,2.008929
2746,1991-10-23,1.973214
2747,1991-10-24,1.901786
2748,1991-10-25,1.8660709999999998
2749,1991-10-28,1.848214
2750,1991-10-29,1.857143
2751,1991-10-30,1.8839290000000002
2752,1991-10-31,1.848214
2753,1991-11-01,1.857143
2754,1991-11-04,1.8125
2755,1991-11-05,1.8035709999999998
2756,1991-11-06,1.7589290000000002
2757,1991-11-07,1.8035709999999998
2758,1991-11-08,1.919643
2759,1991-11-11,1.9464290000000002
2760,1991-11-12,1.955357
2761,1991-11-13,1.9464290000000002
2762,1991-11-14,1.973214
2763,1991-11-15,1.955357
2764,1991-11-18,1.875
2765,1991-11-19,1.848214
2766,1991-11-20,1.857143
2767,1991-11-21,1.848214
2768,1991-11-22,1.848214
2769,1991-11-25,1.8660709999999998
2770,1991-11-26,1.857143
2771,1991-11-27,1.839286
2772,1991-11-29,1.839286
2773,1991-12-02,1.857143
2774,1991-12-03,1.857143
2775,1991-12-04,1.8125
2776,1991-12-05,1.8214290000000002
2777,1991-12-06,1.776786
2778,1991-12-09,1.785714
2779,1991-12-10,1.767857
2780,1991-12-11,1.776786
2781,1991-12-12,1.776786
2782,1991-12-13,1.8125
2783,1991-12-16,1.8125
2784,1991-12-17,1.8214290000000002
2785,1991-12-18,1.857143
2786,1991-12-19,1.848214
2787,1991-12-20,1.839286
2788,1991-12-23,1.848214
2789,1991-12-24,1.919643
2790,1991-12-26,1.964286
2791,1991-12-27,1.9910709999999998
2792,1991-12-30,2.044643
2793,1991-12-31,2.071429
2794,1992-01-02,2.133929
2795,1992-01-03,2.151786
2796,1992-01-06,2.107143
2797,1992-01-07,2.125
2798,1992-01-08,2.1875
2799,1992-01-09,2.223214
2800,1992-01-10,2.232143
2801,1992-01-13,2.241071
2802,1992-01-14,2.3125
2803,1992-01-15,2.321429
2804,1992-01-16,2.294643
2805,1992-01-17,2.464286
2806,1992-01-20,2.330357
2807,1992-01-21,2.294643
2808,1992-01-22,2.276786
2809,1992-01-23,2.3125
2810,1992-01-24,2.348214
2811,1992-01-27,2.330357
2812,1992-01-28,2.334821
2813,1992-01-29,2.348214
2814,1992-01-30,2.276786
2815,1992-01-31,2.330357
2816,1992-02-03,2.366071
2817,1992-02-04,2.366071
2818,1992-02-05,2.383929
2819,1992-02-06,2.357143
2820,1992-02-07,2.3125
2821,1992-02-10,2.294643
2822,1992-02-11,2.276786
2823,1992-02-12,2.339286
2824,1992-02-13,2.330357
2825,1992-02-14,2.294643
2826,1992-02-18,2.303571
2827,1992-02-19,2.25
2828,1992-02-20,2.3125
2829,1992-02-21,2.339286
2830,1992-02-24,2.375
2831,1992-02-25,2.446429
2832,1992-02-26,2.5
2833,1992-02-27,2.5
2834,1992-02-28,2.464286
2835,1992-03-02,2.446429
2836,1992-03-03,2.428571
2837,1992-03-04,2.383929
2838,1992-03-05,2.339286
2839,1992-03-06,2.285714
2840,1992-03-09,2.294643
2841,1992-03-10,2.3125
2842,1992-03-11,2.294643
2843,1992-03-12,2.276786
2844,1992-03-13,2.276786
2845,1992-03-16,2.267857
2846,1992-03-17,2.276786
2847,1992-03-18,2.285714
2848,1992-03-19,2.276786
2849,1992-03-20,2.258929
2850,1992-03-23,2.276786
2851,1992-03-24,2.321429
2852,1992-03-25,2.321429
2853,1992-03-26,2.330357
2854,1992-03-27,2.285714
2855,1992-03-30,2.1875
2856,1992-03-31,2.133929
2857,1992-04-01,2.116071
2858,1992-04-02,2.125
2859,1992-04-03,2.116071
2860,1992-04-06,2.178571
2861,1992-04-07,2.1875
2862,1992-04-08,2.035714
2863,1992-04-09,2.080357
2864,1992-04-10,2.053571
2865,1992-04-13,2.026786
2866,1992-04-14,2.116071
2867,1992-04-15,2.174107
2868,1992-04-16,2.169643
2869,1992-04-20,2.107143
2870,1992-04-21,2.044643
2871,1992-04-22,2.071429
2872,1992-04-23,2.080357
2873,1992-04-24,2.080357
2874,1992-04-27,2.008929
2875,1992-04-28,1.9910709999999998
2876,1992-04-29,2.035714
2877,1992-04-30,2.151786
2878,1992-05-01,2.169643
2879,1992-05-04,2.1875
2880,1992-05-05,2.165179
2881,1992-05-06,2.21875
2882,1992-05-07,2.223214
2883,1992-05-08,2.245536
2884,1992-05-11,2.241071
2885,1992-05-12,2.25
2886,1992-05-13,2.258929
2887,1992-05-14,2.25
2888,1992-05-15,2.1875
2889,1992-05-18,2.196429
2890,1992-05-19,2.169643
2891,1992-05-20,2.151786
2892,1992-05-21,2.151786
2893,1992-05-22,2.133929
2894,1992-05-26,2.133929
2895,1992-05-27,2.151786
2896,1992-05-28,2.151786
2897,1992-05-29,2.165179
2898,1992-06-01,2.125
2899,1992-06-02,2.053571
2900,1992-06-03,2.017857
2901,1992-06-04,1.955357
2902,1992-06-05,1.973214
2903,1992-06-08,1.964286
2904,1992-06-09,1.9375
2905,1992-06-10,1.955357
2906,1992-06-11,1.9375
2907,1992-06-12,1.964286
2908,1992-06-15,1.9285709999999998
2909,1992-06-16,1.857143
2910,1992-06-17,1.7589290000000002
2911,1992-06-18,1.75
2912,1992-06-19,1.642857
2913,1992-06-22,1.598214
2914,1992-06-23,1.625
2915,1992-06-24,1.642857
2916,1992-06-25,1.660714
2917,1992-06-26,1.642857
2918,1992-06-29,1.683036
2919,1992-06-30,1.723214
2920,1992-07-01,1.767857
2921,1992-07-02,1.75
2922,1992-07-06,1.669643
2923,1992-07-07,1.651786
2924,1992-07-08,1.6339290000000002
2925,1992-07-09,1.660714
2926,1992-07-10,1.651786
2927,1992-07-13,1.683036
2928,1992-07-14,1.714286
2929,1992-07-15,1.75
2930,1992-07-16,1.75
2931,1992-07-17,1.642857
2932,1992-07-20,1.6160709999999998
2933,1992-07-21,1.651786
2934,1992-07-22,1.625
2935,1992-07-23,1.598214
2936,1992-07-24,1.651786
2937,1992-07-27,1.660714
2938,1992-07-28,1.660714
2939,1992-07-29,1.705357
2940,1992-07-30,1.6964290000000002
2941,1992-07-31,1.6964290000000002
2942,1992-08-03,1.6875
2943,1992-08-04,1.6339290000000002
2944,1992-08-05,1.625
2945,1992-08-06,1.589286
2946,1992-08-07,1.5625
2947,1992-08-10,1.589286
2948,1992-08-11,1.589286
2949,1992-08-12,1.580357
2950,1992-08-13,1.625
2951,1992-08-14,1.6160709999999998
2952,1992-08-17,1.598214
2953,1992-08-18,1.6160709999999998
2954,1992-08-19,1.6160709999999998
2955,1992-08-20,1.607143
2956,1992-08-21,1.6160709999999998
2957,1992-08-24,1.598214
2958,1992-08-25,1.589286
2959,1992-08-26,1.589286
2960,1992-08-27,1.611607
2961,1992-08-28,1.6160709999999998
2962,1992-08-31,1.651786
2963,1992-09-01,1.660714
2964,1992-09-02,1.7410709999999998
2965,1992-09-03,1.7589290000000002
2966,1992-09-04,1.723214
2967,1992-09-08,1.714286
2968,1992-09-09,1.7589290000000002
2969,1992-09-10,1.767857
2970,1992-09-11,1.7589290000000002
2971,1992-09-14,1.785714
2972,1992-09-15,1.7589290000000002
2973,1992-09-16,1.723214
2974,1992-09-17,1.6875
2975,1992-09-18,1.674107
2976,1992-09-21,1.705357
2977,1992-09-22,1.669643
2978,1992-09-23,1.6964290000000002
2979,1992-09-24,1.705357
2980,1992-09-25,1.660714
2981,1992-09-28,1.607143
2982,1992-09-29,1.625
2983,1992-09-30,1.625
2984,1992-10-01,1.611607
2985,1992-10-02,1.598214
2986,1992-10-05,1.5625
2987,1992-10-06,1.607143
2988,1992-10-07,1.6160709999999998
2989,1992-10-08,1.580357
2990,1992-10-09,1.5714290000000002
2991,1992-10-12,1.580357
2992,1992-10-13,1.642857
2993,1992-10-14,1.651786
2994,1992-10-15,1.642857
2995,1992-10-16,1.767857
2996,1992-10-19,1.7589290000000002
2997,1992-10-20,1.785714
2998,1992-10-21,1.767857
2999,1992-10-22,1.7589290000000002
3000,1992-10-23,1.767857
3001,1992-10-26,1.839286
3002,1992-10-27,1.875
3003,1992-10-28,1.8839290000000002
3004,1992-10-29,1.9285709999999998
3005,1992-10-30,1.910714
3006,1992-11-02,1.8839290000000002
3007,1992-11-03,1.875
3008,1992-11-04,1.8839290000000002
3009,1992-11-05,1.964286
3010,1992-11-06,2.017857
3011,1992-11-09,2.0
3012,1992-11-10,2.017857
3013,1992-11-11,2.080357
3014,1992-11-12,2.053571
3015,1992-11-13,2.044643
3016,1992-11-16,2.0625
3017,1992-11-17,2.053571
3018,1992-11-18,2.080357
3019,1992-11-19,2.125
3020,1992-11-20,2.098214
3021,1992-11-23,2.035714
3022,1992-11-24,2.053571
3023,1992-11-25,2.044643
3024,1992-11-27,2.044643
3025,1992-11-30,2.053571
3026,1992-12-01,2.107143
3027,1992-12-02,2.089286
3028,1992-12-03,2.058036
3029,1992-12-04,2.053571
3030,1992-12-07,2.0625
3031,1992-12-08,2.098214
3032,1992-12-09,2.071429
3033,1992-12-10,2.058036
3034,1992-12-11,2.080357
3035,1992-12-14,2.0625
3036,1992-12-15,2.035714
3037,1992-12-16,2.035714
3038,1992-12-17,2.053571
3039,1992-12-18,2.116071
3040,1992-12-21,2.142857
3041,1992-12-22,2.1875
3042,1992-12-23,2.160714
3043,1992-12-24,2.142857
3044,1992-12-28,2.133929
3045,1992-12-29,2.169643
3046,1992-12-30,2.133929
3047,1992-12-31,2.142857
3048,1993-01-04,2.142857
3049,1993-01-05,2.116071
3050,1993-01-06,2.214286
3051,1993-01-07,2.232143
3052,1993-01-08,2.25
3053,1993-01-11,2.299107
3054,1993-01-12,2.276786
3055,1993-01-13,2.285714
3056,1993-01-14,2.330357
3057,1993-01-15,2.223214
3058,1993-01-18,2.142857
3059,1993-01-19,2.160714
3060,1993-01-20,2.151786
3061,1993-01-21,2.151786
3062,1993-01-22,2.151786
3063,1993-01-25,2.160714
3064,1993-01-26,2.214286
3065,1993-01-27,2.205357
3066,1993-01-28,2.151786
3067,1993-01-29,2.1875
3068,1993-02-01,2.1875
3069,1993-02-02,2.196429
3070,1993-02-03,2.178571
3071,1993-02-04,2.151786
3072,1993-02-05,2.125
3073,1993-02-08,2.053571
3074,1993-02-09,2.049107
3075,1993-02-10,2.044643
3076,1993-02-11,2.008929
3077,1993-02-12,1.982143
3078,1993-02-16,1.910714
3079,1993-02-17,1.9285709999999998
3080,1993-02-18,1.973214
3081,1993-02-19,1.982143
3082,1993-02-22,2.0
3083,1993-02-23,1.973214
3084,1993-02-24,1.924107
3085,1993-02-25,1.955357
3086,1993-02-26,1.9375
3087,1993-03-01,1.910714
3088,1993-03-02,1.9464290000000002
3089,1993-03-03,1.964286
3090,1993-03-04,1.973214
3091,1993-03-05,1.9910709999999998
3092,1993-03-08,2.026786
3093,1993-03-09,2.053571
3094,1993-03-10,2.044643
3095,1993-03-11,2.044643
3096,1993-03-12,2.026786
3097,1993-03-15,2.044643
3098,1993-03-16,2.0625
3099,1993-03-17,2.035714
3100,1993-03-18,1.986607
3101,1993-03-19,1.973214
3102,1993-03-22,1.924107
3103,1993-03-23,1.9285709999999998
3104,1993-03-24,1.9375
3105,1993-03-25,1.955357
3106,1993-03-26,1.955357
3107,1993-03-29,1.875
3108,1993-03-30,1.8660709999999998
3109,1993-03-31,1.8839290000000002
3110,1993-04-01,1.857143
3111,1993-04-02,1.830357
3112,1993-04-05,1.8035709999999998
3113,1993-04-06,1.794643
3114,1993-04-07,1.8125
3115,1993-04-08,1.8035709999999998
3116,1993-04-12,1.8214290000000002
3117,1993-04-13,1.830357
3118,1993-04-14,1.7410709999999998
3119,1993-04-15,1.723214
3120,1993-04-16,1.7410709999999998
3121,1993-04-19,1.767857
3122,1993-04-20,1.794643
3123,1993-04-21,1.8125
3124,1993-04-22,1.8035709999999998
3125,1993-04-23,1.794643
3126,1993-04-26,1.776786
3127,1993-04-27,1.794643
3128,1993-04-28,1.857143
3129,1993-04-29,1.848214
3130,1993-04-30,1.875
3131,1993-05-03,1.857143
3132,1993-05-04,1.9375
3133,1993-05-05,1.982143
3134,1993-05-06,1.955357
3135,1993-05-07,1.955357
3136,1993-05-10,1.995536
3137,1993-05-11,1.973214
3138,1993-05-12,1.955357
3139,1993-05-13,1.9910709999999998
3140,1993-05-14,2.0
3141,1993-05-17,2.0
3142,1993-05-18,2.008929
3143,1993-05-19,2.053571
3144,1993-05-20,2.107143
3145,1993-05-21,2.111607
3146,1993-05-24,2.098214
3147,1993-05-25,2.053571
3148,1993-05-26,2.0625
3149,1993-05-27,2.089286
3150,1993-05-28,2.053571
3151,1993-06-01,2.0625
3152,1993-06-02,2.080357
3153,1993-06-03,2.044643
3154,1993-06-04,2.008929
3155,1993-06-07,1.955357
3156,1993-06-08,1.785714
3157,1993-06-09,1.629464
3158,1993-06-10,1.598214
3159,1993-06-11,1.6160709999999998
3160,1993-06-14,1.598214
3161,1993-06-15,1.6160709999999998
3162,1993-06-16,1.544643
3163,1993-06-17,1.517857
3164,1993-06-18,1.504464
3165,1993-06-21,1.4464290000000002
3166,1993-06-22,1.5
3167,1993-06-23,1.4910709999999998
3168,1993-06-24,1.4910709999999998
3169,1993-06-25,1.455357
3170,1993-06-28,1.4464290000000002
3171,1993-06-29,1.4375
3172,1993-06-30,1.419643
3173,1993-07-01,1.419643
3174,1993-07-02,1.3839290000000002
3175,1993-07-06,1.392857
3176,1993-07-07,1.3526790000000002
3177,1993-07-08,1.339286
3178,1993-07-09,1.330357
3179,1993-07-12,1.361607
3180,1993-07-13,1.3839290000000002
3181,1993-07-14,1.339286
3182,1993-07-15,1.348214
3183,1993-07-16,1.058036
3184,1993-07-19,1.026786
3185,1993-07-20,0.9910709999999999
3186,1993-07-21,0.955357
3187,1993-07-22,0.9642860000000001
3188,1993-07-23,0.982143
3189,1993-07-26,0.982143
3190,1993-07-27,0.982143
3191,1993-07-28,0.9642860000000001
3192,1993-07-29,0.982143
3193,1993-07-30,1.0089290000000002
3194,1993-08-02,1.044643
3195,1993-08-03,1.044643
3196,1993-08-04,1.089286
3197,1993-08-05,1.098214
3198,1993-08-06,1.080357
3199,1993-08-09,1.080357
3200,1993-08-10,1.0625
3201,1993-08-11,1.017857
3202,1993-08-12,0.9910709999999999
3203,1993-08-13,0.9910709999999999
3204,1993-08-16,1.0
3205,1993-08-17,1.017857
3206,1993-08-18,1.0625
3207,1993-08-19,1.026786
3208,1993-08-20,1.0
3209,1993-08-23,1.026786
3210,1993-08-24,1.026786
3211,1993-08-25,1.0089290000000002
3212,1993-08-26,0.9732139999999999
3213,1993-08-27,0.9642860000000001
3214,1993-08-30,0.9464290000000001
3215,1993-08-31,0.955357
3216,1993-09-01,0.955357
3217,1993-09-02,0.9375
3218,1993-09-03,0.9285709999999999
3219,1993-09-07,0.9642860000000001
3220,1993-09-08,0.9642860000000001
3221,1993-09-09,0.9642860000000001
3222,1993-09-10,0.9375
3223,1993-09-13,0.9464290000000001
3224,1993-09-14,0.892857
3225,1993-09-15,0.892857
3226,1993-09-16,0.892857
3227,1993-09-17,0.9107139999999999
3228,1993-09-20,0.9107139999999999
3229,1993-09-21,0.9017860000000001
3230,1993-09-22,0.9107139999999999
3231,1993-09-23,0.9107139999999999
3232,1993-09-24,0.9017860000000001
3233,1993-09-27,0.9017860000000001
3234,1993-09-28,0.892857
3235,1993-09-29,0.888393
3236,1993-09-30,0.857143
3237,1993-10-01,0.8214290000000001
3238,1993-10-04,0.8214290000000001
3239,1993-10-05,0.857143
3240,1993-10-06,0.857143
3241,1993-10-07,0.8482139999999999
3242,1993-10-08,0.830357
3243,1993-10-11,0.857143
3244,1993-10-12,0.892857
3245,1993-10-13,0.8660709999999999
3246,1993-10-14,0.875
3247,1993-10-15,1.017857
3248,1993-10-18,1.026786
3249,1993-10-19,1.017857
3250,1993-10-20,1.0089290000000002
3251,1993-10-21,1.1160709999999998
3252,1993-10-22,1.125
3253,1993-10-25,1.089286
3254,1993-10-26,1.0714290000000002
3255,1993-10-27,1.151786
3256,1993-10-28,1.151786
3257,1993-10-29,1.1339290000000002
3258,1993-11-01,1.125
3259,1993-11-02,1.1785709999999998
3260,1993-11-03,1.1785709999999998
3261,1993-11-04,1.151786
3262,1993-11-05,1.151786
3263,1993-11-08,1.1473209999999998
3264,1993-11-09,1.1160709999999998
3265,1993-11-10,1.098214
3266,1993-11-11,1.142857
3267,1993-11-12,1.142857
3268,1993-11-15,1.169643
3269,1993-11-16,1.223214
3270,1993-11-17,1.25
3271,1993-11-18,1.205357
3272,1993-11-19,1.1964290000000002
3273,1993-11-22,1.1785709999999998
3274,1993-11-23,1.1785709999999998
3275,1993-11-24,1.1964290000000002
3276,1993-11-26,1.1785709999999998
3277,1993-11-29,1.160714
3278,1993-11-30,1.1651790000000002
3279,1993-12-01,1.151786
3280,1993-12-02,1.142857
3281,1993-12-03,1.142857
3282,1993-12-06,1.160714
3283,1993-12-07,1.151786
3284,1993-12-08,1.151786
3285,1993-12-09,1.142857
3286,1993-12-10,1.089286
3287,1993-12-13,1.0535709999999998
3288,1993-12-14,1.0625
3289,1993-12-15,1.0625
3290,1993-12-16,1.0625
3291,1993-12-17,1.0625
3292,1993-12-20,1.0625
3293,1993-12-21,1.026786
3294,1993-12-22,1.017857
3295,1993-12-23,0.9732139999999999
3296,1993-12-27,1.026786
3297,1993-12-28,1.0535709999999998
3298,1993-12-29,1.044643
3299,1993-12-30,1.080357
3300,1993-12-31,1.080357
3301,1994-01-03,1.0714290000000002
3302,1994-01-04,1.125
3303,1994-01-05,1.2098209999999998
3304,1994-01-06,1.214286
3305,1994-01-07,1.1875
3306,1994-01-10,1.2098209999999998
3307,1994-01-11,1.205357
3308,1994-01-12,1.151786
3309,1994-01-13,1.098214
3310,1994-01-14,1.1339290000000002
3311,1994-01-17,1.125
3312,1994-01-18,1.080357
3313,1994-01-19,1.0625
3314,1994-01-20,1.098214
3315,1994-01-21,1.1964290000000002
3316,1994-01-24,1.2589290000000002
3317,1994-01-25,1.25
3318,1994-01-26,1.214286
3319,1994-01-27,1.223214
3320,1994-01-28,1.2410709999999998
3321,1994-01-31,1.205357
3322,1994-02-01,1.1964290000000002
3323,1994-02-02,1.1875
3324,1994-02-03,1.200893
3325,1994-02-04,1.25
3326,1994-02-07,1.325893
3327,1994-02-08,1.3035709999999998
3328,1994-02-09,1.3035709999999998
3329,1994-02-10,1.339286
3330,1994-02-11,1.339286
3331,1994-02-14,1.357143
3332,1994-02-15,1.339286
3333,1994-02-16,1.339286
3334,1994-02-17,1.3526790000000002
3335,1994-02-18,1.3214290000000002
3336,1994-02-22,1.339286
3337,1994-02-23,1.3660709999999998
3338,1994-02-24,1.330357
3339,1994-02-25,1.330357
3340,1994-02-28,1.3214290000000002
3341,1994-03-01,1.3125
3342,1994-03-02,1.294643
3343,1994-03-03,1.294643
3344,1994-03-04,1.339286
3345,1994-03-07,1.361607
3346,1994-03-08,1.357143
3347,1994-03-09,1.339286
3348,1994-03-10,1.34375
3349,1994-03-11,1.348214
3350,1994-03-14,1.375
3351,1994-03-15,1.3660709999999998
3352,1994-03-16,1.348214
3353,1994-03-17,1.3214290000000002
3354,1994-03-18,1.3125
3355,1994-03-21,1.3035709999999998
3356,1994-03-22,1.267857
3357,1994-03-23,1.267857
3358,1994-03-24,1.2589290000000002
3359,1994-03-25,1.2410709999999998
3360,1994-03-28,1.214286
3361,1994-03-29,1.205357
3362,1994-03-30,1.1875
3363,1994-03-31,1.1964290000000002
3364,1994-04-04,1.1875
3365,1994-04-05,1.223214
3366,1994-04-06,1.214286
3367,1994-04-07,1.205357
3368,1994-04-08,1.214286
3369,1994-04-11,1.1964290000000002
3370,1994-04-12,1.191964
3371,1994-04-13,1.160714
3372,1994-04-14,1.1339290000000002
3373,1994-04-15,1.125
3374,1994-04-18,1.089286
3375,1994-04-19,1.0714290000000002
3376,1994-04-20,1.0714290000000002
3377,1994-04-21,1.089286
3378,1994-04-22,1.142857
3379,1994-04-25,1.107143
3380,1994-04-26,1.125
3381,1994-04-28,1.1160709999999998
3382,1994-04-29,1.089286
3383,1994-05-02,1.1160709999999998
3384,1994-05-03,1.1160709999999998
3385,1994-05-04,1.1875
3386,1994-05-05,1.205357
3387,1994-05-06,1.169643
3388,1994-05-09,1.160714
3389,1994-05-10,1.142857
3390,1994-05-11,1.125
3391,1994-05-12,1.098214
3392,1994-05-13,1.089286
3393,1994-05-16,1.089286
3394,1994-05-17,1.0625
3395,1994-05-18,1.098214
3396,1994-05-19,1.160714
3397,1994-05-20,1.151786
3398,1994-05-23,1.1160709999999998
3399,1994-05-24,1.1160709999999998
3400,1994-05-25,1.1339290000000002
3401,1994-05-26,1.125
3402,1994-05-27,1.098214
3403,1994-05-31,1.0535709999999998
3404,1994-06-01,1.0223209999999998
3405,1994-06-02,1.017857
3406,1994-06-03,1.0
3407,1994-06-06,0.9910709999999999
3408,1994-06-07,0.9910709999999999
3409,1994-06-08,0.986607
3410,1994-06-09,0.9642860000000001
3411,1994-06-10,0.9776790000000001
3412,1994-06-13,0.970982
3413,1994-06-14,0.9776790000000001
3414,1994-06-15,1.0
3415,1994-06-16,0.9910709999999999
3416,1994-06-17,0.955357
3417,1994-06-20,0.9732139999999999
3418,1994-06-21,0.9732139999999999
3419,1994-06-22,0.955357
3420,1994-06-23,0.9375
3421,1994-06-24,0.9330360000000001
3422,1994-06-27,0.9375
3423,1994-06-28,0.96875
3424,1994-06-29,0.96875
3425,1994-06-30,0.9598209999999999
3426,1994-07-01,0.9464290000000001
3427,1994-07-05,0.955357
3428,1994-07-06,0.9464290000000001
3429,1994-07-07,0.9642860000000001
3430,1994-07-08,0.986607
3431,1994-07-11,0.9776790000000001
3432,1994-07-12,1.015625
3433,1994-07-13,1.080357
3434,1994-07-14,1.0625
3435,1994-07-15,1.0223209999999998
3436,1994-07-18,1.035714
3437,1994-07-19,1.026786
3438,1994-07-20,0.986607
3439,1994-07-21,1.017857
3440,1994-07-22,1.141741
3441,1994-07-25,1.138393
3442,1994-07-26,1.142857
3443,1994-07-27,1.120536
3444,1994-07-28,1.1473209999999998
3445,1994-07-29,1.214286
3446,1994-08-01,1.205357
3447,1994-08-02,1.200893
3448,1994-08-03,1.1875
3449,1994-08-04,1.205357
3450,1994-08-05,1.191964
3451,1994-08-08,1.214286
3452,1994-08-09,1.2098209999999998
3453,1994-08-10,1.245536
3454,1994-08-11,1.254464
3455,1994-08-12,1.254464
3456,1994-08-15,1.25
3457,1994-08-16,1.2410709999999998
3458,1994-08-17,1.263393
